Country,Postal Code,State,University,altfooter,audience,auto-migrated,city,code_repositories,country,currency,dates,displaytext,download_links,headerimage,lang,layout,leaders,leaders_list,level,license,maintenance,meeting-plaform,meeting-platform,meetup,meetup group,meetup-group,order,permalink,pitch,postal-code,pricing,project,project_classification,redirect_from,ref,region,repo,sidebar_type,site_side,social_facebook,social_linkedin,social_meetup,social_twitter,social_youtube,source_file,spnews,state,tabtext,tag,tags,title,type,url,video1,video2
,,,,,,,,,India,,,,,,,col-sidebar,,,,,,,,,,,,,,,,,,,,Asia,OWASP/www-chapter-kiet-group-of-institutions,,,,https://www.linkedin.com/in/rajpandey99/,,,,"index.md, info.md, leaders.md",,,,,owaspkiet,OWASP KIET Group of Institutions,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWASP/owasp-istg,,,,,,,,,,,,,,,,,,
,,,,,,,,,India,,,,,,,col-sidebar,,"Aswanth Babu, N Kishan Jai Soorya, CM Prashanth, Dr SM Udhaya Sankar",,,,,,,,owasp-rmk-college-of-engineering-and-tech,,,,,,,,,,Asia,OWASP/www-chapter-rmk-college-of-engineering-and-technology,,,,,,,,"index.md, info.md, leaders.md",,,,,OWASP RMKCET,OWASP RMK College of Engineering and Technology,,,,
,,,,,,,,,India,,,,,,,col-sidebar,,Dr. Lavanya Settipalli,,,,,,,,,,,,,,,,,,Asia,OWASP/www-chapter-indian-institute-of-information-technology-kottayam,,,,https://www.linkedin.com/company/csyclub-iiitkottayam/,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Indian Institute of Information Technology Kottayam,,,,
,,,,,,,,,Algeria,,,,,,,col-sidebar,,,0,,,,,,,owasp-algiers-chapter,,,,,,,,,,Africa,OWASP/www-chapter-algiers,,,https://www.facebook.com/OWASP.Algiers/,https://www.linkedin.com/company/owasp-algiers/,https://www.meetup.com/owasp-algiers-chapter/,https://twitter.com/OWASP_Algiers,https://www.youtube.com/@OWASP.Algiers,"index.md, info.md, leaders.md",,,,,algiers-tag,OWASP Algiers,,,,
,791112,,,,,,,,India,,,,,,,col-sidebar,,,,,,,,,,owasp-itanagar,,,,,,,,,,Asia,OWASP/www-chapter-itanagar,,,,https://www.linkedin.com/company/owasp-itanagar,https://www.meetup.com/owasp-itanagar-chapter/,https://twitter.com/owaspitanagar,,"index.md, info.md, leaders.md",,,,,owasp itanagar,OWASP Itanagar,,,,
,,,,,,,,,Uganda,,,,,,,col-sidebar,,"Aramanthan Khaukha, Fatuma Namono, Ivan Mugabi, Eddy Ssebiragala",,,,,,,,OWASP Kampala Chapter,,,,,,,,,,Africa,OWASP/www-chapter-kampala,,,,,https://www.meetup.com/owasp-kampala-chapter/,,,"index.md, info.md, leaders.md",,,,,owaspkampala,OWASP Kampala,,,,
,,,,,"Builder, Defender",,,https://github.com/LuizBoina/dragon-gpt,,,,,,,,col-sidebar,,Luiz Felipe Boina,2,MIT,,,,,,,,,An automatic OpenAI-powered threat modeling analysis based on OWASP Threat Dragon diagram,,,,Incubator,,,,OWASP/www-project-dragon-gpt,Tool,,,,,,,"index.md, info.md, leaders.md",,,,,dragon-gpt,OWASP Dragon-GPT,tool,,,
,,,,,"Breaker, Builder",,,,,,,,#,,,col-sidebar,,Juan Manuel Garcia,2,,,,,,,,,,"A very brief, one-line description of your project",,,,Incubator,,,,OWASP/www-project-antiforensics-project,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Antiforensics Project,documentation,,,
,,,,,"Breaker, Defender",,,https://github.com/marcel-haag/security-c4po,,,,,,,,col-sidebar,,Marcel Haag,4,,,,,,,,,,"Simplify Pentest Planning, Reporting, and Findings Delivery with C4PO",,,,Incubator,,,,OWASP/www-project-security-c4po,Tool,,,,,,https://www.youtube.com/@SecurityC4PO/featured,"index.md, info.md, leaders.md",,,,,c4po,OWASP Security-C4PO,code,,,
,,,,,"Breaker, Builder",,,,,,,,#,,,col-sidebar,,Tomer Cohen,2,,,,,,,,,,"A very brief, one-line description of your project",,,,Incubator,,,,OWASP/www-project-consigliere---your-sast-fixing-advisor,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Consigliere - Your SAST Fixing Advisor,documentation,,,
,,,,,"Breaker, Builder",,,,,,,,,,,col-sidebar,,Starr Brown,2,,,,,,,,,,Top 10 security risks for XR,,,,Incubator,,,,OWASP/www-project-top-10-in-xr,,,,,,,,"index.md, info.md, leaders.md",,,,,"XR,AR,VR,MR",OWASP Top 10 in XR,documentation,,,
,,,,,Builder,,,,,,,,,,,col-sidebar,,"Toby Irvine, Grant Ongers, Andrew Gordon-Brooks",2,,,,,,,,,,The capabilities required for product teams to build secure products in a secure manner.,,,True,,,,,OWASP/www-project-product-security-capability-framework,Documentation,True,,,,,,"index.md, info.md, leaders.md",,,,,pscf,OWASP Product Security Capability Framework,documentation,,,
,,,,,,,,,,,,,,,,col-sidebar,,,,,,,,,,,,,,,,,,,,Europe,OWASP/www-chapter-bratislava,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Bratislava,,,,
,,,,,,,,,,,,,,,,event-x,,,,,,,,,,,,,,,,,,,,,OWASP/www-event-2024-Global-AppSec-SanFrancisco,,,,,,,,index.md,,,,,,Global AppSec San Francisco 2024,,,,
,,,,,,,,,India,,,,,,,col-sidebar,,"Pushpa Lakshmi, Rahman MS, Sakthi Priya, Sanjay, Harshini Priya",,,,,,,,,,,,,,,,,,Asia,OWASP/www-chapter-psna-college-of-engineering-and-technology,,,https://www.facebook.com/profile.php?id=61554227557753&mibextid=LQQJ4d,,,https://x.com/Psna_OWASP?s=20,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP PSNA College of Engineering and Technology,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWASP/wrongsecrets-research,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,event-x,,,,,,,,,,,,,,,,,,,,,OWASP/www-event-2024-Global-AppSec-Lisbon,,,,,,,,index.md,,,,,,Global AppSec Lisbon 2024,,,,
,,,,,,,,,,,,,,,,col-sidebar,,,,,False,,,,,,,,,,,,,,,,OWASP/www-supporters,,,,,,,,"index.md, info.md, leaders.md",,,,,OWASP supporter,OWASP Supporter Portal,,,,
,,,,,,,,,,,,,,,,col-sidebar,,"Harry Sutcliffe, Cait Burke",,,,,,,,,,,,,,,,,,Europe,OWASP/www-chapter-nottingham,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Nottingham,,,,
,,,,,,,,,Turkiye,,,,,,,col-sidebar,,"Hüseyin Gülşin, Tuğba Karasu",,,,,,,,,,,,,,,,,,Europe,OWASP/www-chapter-izmir,,,,,,,,"index.md, info.md, leaders.md",,,,,"owasp izmir, siber güvenlik izmir, cyber security izmir",OWASP Izmir,,,,
,,,,,,,,,India,,,,,,,col-sidebar,,"Dr. Vishnu Srinivasa Murthy Y - Faculty Advisor, Abhigyan Tripathi, Jeevan Shaju John, Raghav Gupta, Sri Sai Satya Sraya Ravuri",,,,,,,,,,,,,,,,,,Asia,OWASP/www-chapter-manipal-institute-of-technology,,,,,,,,"index.md, info.md, leaders.md",,,,,owaspmit,OWASP Manipal Institute of Technology,,,,
,,,,,,,,,Argentina,,,,,,,col-sidebar,,,,,,,,,,,,,,,,,,,,South America,OWASP/www-chapter-bahia-blanca,,,,https://www.linkedin.com/company/owasp-bahía-blanca,,,,"index.md, info.md, leaders.md",,,,,Argentina,OWASP Bahia Blanca,,,,
,,,,,,,,,India,,,,,,,col-sidebar,,,,,,,,,,,,,,,,,,,,Asia,OWASP/www-chapter-kolhapur,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Kolhapur,,,,
,,,,,"Breaker, Builder",,,,,,,,#,,,col-sidebar,,Alex Devassy,2,,,,,,,,,,"A very brief, one-line description of your project",,,,Incubator,,,,OWASP/www-project-sapkiln,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP SAPKiln,,,,
,,,,,,,,,,,,,,,,col-sidebar,,Dave Hanson,2,,,,,,,,,,"This project aims to fill the gap between the web ASVS and the mobile ASVS (MASVS), whilst the MASVS can be used for thick client testing it's not a perfect fit and so we hope to produce something more appropriate.",,,,Incubator,,,,OWASP/www-project-thick-client-application-security-verification-standard,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Thick Client Application Security Verification Standard,Documentation,,,
,,,,,"Breaker, Builder",,,,,,,,#,,,col-sidebar,,Zhihang Liu,2,,,,,,,,,,"A very brief, one-line description of your project",,,,Incubator,,,,OWASP/www-project-naivesystems-analyze,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP NaiveSystems Analyze,,,,
,,,,,"Breaker, Builder",,,,,,,,#,,,col-sidebar,,Guljar Hasan,2,,,,,,,,,,"A very brief, one-line description of your project",,,,Incubator,,,,OWASP/www-project-de-addiction,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP De-addiction,,,,
,,,,,"Breaker, Builder",,,,,,,,#,,,col-sidebar,,Sebastian Avarvarei,2,,,,,,,,,,"A very brief, one-line description of your project",,,,Incubator,,,,OWASP/www-project-appsec-contract-builder,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP AppSec Contract Builder,,,,
,,,,,"Breaker, Builder",,,https://github.com/OWASP/www-project-qraclib,,,,,#,,,col-sidebar,,Rupak Biswas,2,,,,,,,,,,A library of Quantum Oracles for cryptographic algorithms,,,,Incubator,,,,OWASP/www-project-qraclib,Tool,,,,,,,"index.md, info.md, leaders.md",,,,,Quantum,OWASP Qraclib,Code,,,
,,,,,,,,,India,,,,,,,col-sidebar,,"Ram Praveen, Mariappan Esakkiappan, Tamizh Selvi (Faculty Advisor)",,,,,,,,,,,,,,,,,,Asia,OWASP/www-chapter-st.-josephs-group-of-institutions,,,,https://www.linkedin.com/company/owasp-sjce-chapter,,https://twitter.com/owasp_sjce,http://www.youtube.com/@OWASP_SJCE,"index.md, info.md, leaders.md",,,,,"OWASP-SJCE Upcoming Events, OWASP-SJCE Speakers, owasp-SJCE",OWASP St. Joseph's Group of Institutions,,,,
,,,,,,,,,Spain,EUR,,,,,,col-sidebar,,,3,,,,,,,https://www.meetup.com/owasp-logrono-chapter/,,,,,,,,,,Europe,OWASP/www-chapter-logrono,,True,,https://www.linkedin.com/company/owasp-logrono,https://www.meetup.com/owasp-logrono-chapter/,,,"index.md, info.md, leaders.md",,,,,logroño,OWASP Logroño,,,,
,,,,,"Breaker, Builder",,,,,,,,#,,,col-sidebar,,Iudicium,2,,,,,,,,,,"A very brief, one-line description of your project",,,,Incubator,,,,OWASP/www-project-pryingdeep,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Pryingdeep,,,,
,,,,,"Builder, Defender",,,https://github.com/OWASP/www-project-solana-programs-top-10,,,,,,,,col-sidebar,,Daniel Zhukovsky,2,CC BY,,,,,,,,,,,,,,,,,OWASP/www-project-solana-programs-top-10,Documentation,,,,,,,"index.md, info.md, leaders.md",,,,,Solana,OWASP Solana Top 10,,,,
,,,,,"Breaker, Builder",,,,,,,,#,,,col-sidebar,,Zaid Faras,2,,,,,,,,,,"A very brief, one-line description of your project",,,,Incubator,,,,OWASP/www-project-cybersecurity-certification-course,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Cybersecurity Certification Course,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWASP/PSCF,,,,,,,,,,,,,,,,,,
,,,,,"Breaker, Builder",,,https://github.com/OWASP/www-project-secure-pipeline-verification-standard--spvs-,,,,,#,,,col-sidebar,,"Farshad Abasi, Cameron W",2,,,,,,,,,,"The SPVS guide offers robust controls for companies to secure their software development pipelines, enhancing security maturity and managing risks from inception to delivery.",,,,Incubator,,,,OWASP/www-project-secure-pipeline-verification-standard--spvs-,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,SPVS,documentation,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWASP/project-handbook,,,,,,,,,,,,,,,,,,
,,,,,Defender,,,"https://github.com/owasp-modsecurity/ModSecurity/tree/v2/master, https://github.com/owasp-modsecurity/ModSecurity",,,,,,,,col-sidebar,,"Ervin Hegedus, Christian Folini, Marc Stern",3.5,,,,,,,,,,ModSecurity is the standard open-source web application firewall (WAF) engine.,,,,Production,,,,OWASP/www-project-modsecurity,Tool,,,,,https://twitter.com/modsecurity,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP ModSecurity,code,,,
,,,,,"Breaker, Builder",,,https://github.com/OWASP/www-project-product-security-guide,,,,,#,,,col-sidebar,,Yuvraj Singh,2,,,,,,,,,,"The OWASP Product Security Guide project educates developers and organizations on security considerations for various products, offering a curated list of vulnerabilities and promoting awareness and solutions within the development community.",,,,Incubator,,,,OWASP/www-project-product-security-guide,Documentation,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Product Security Guide,Documentation,,,
,,,,,"Builder, Defender",,,,,,,,,,,col-sidebar,,"Steve Springett, Benji Visser",2,Apache 2.0,,,,,,,,,"The Common Lifecycle Enumeration (CLE) is an open standard supporting component aliasing, component lifecycle changes such as end-of-life and end-of-support, and provenance chaining over time.",,,,Incubator,,,,OWASP/www-project-common-lifecycle-enumeration,,,,,,,,"index.md, info.md, leaders.md",,,,,cle sbom supply chain standard eol eos lifecycle,OWASP Common Lifecycle Enumeration,documentation,,,
,,,,,,,,,Pakistan,,,,,,,col-sidebar,,"Zunnurain Hussain, Ahmed Sajid, Shahmeer Nadeem",,,,,,,,,,,,,,,,,,Asia,OWASP/www-chapter-bahria-university-lahore,,,,https://www.linkedin.com/company/owasp-bulc-chapter/,,,https://www.youtube.com/channel/UC1Bx56g8XCTMdKgzsEInf-A,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Bahria University Lahore,,,,
,,,,,,,,,Austria,,,,,,,col-sidebar,,"Andreas Happe, Gerald Mueller, Georg Prohaska",,,,,,,,owasp-klagenfurt-chapter,,,,,,,,,,Europe,OWASP/www-chapter-klagenfurt,,,,,https://www.meetup.com/owasp-klagenfurt-chapter/,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Klagenfurt,,,,
,,,,,"Builder, Defender",,,"https://github.com/l3montree-dev/devguard, https://github.com/l3montree-dev/devguard-web",,,,,,,,col-sidebar,,"Tim Bastin, Sebastian Kawelke, Frédéric Noppe",2,AGPL 3.0,,,,,,,,,A usable central vulnerability management system for developers and security teams.,,,,Incubator,,,,OWASP/www-project-devguard,Tool,,,,,,,"index.md, info.md, leaders.md",,,,,devguard flawfix vulnerability-management sbom cve cwe,OWASP DevGuard,,,,
,,,,,,,,,Germany,,,,,,,col-sidebar,,,,,,,,,,owasp-augsburg-chapter,,,,,,,,,,Europe,OWASP/www-chapter-augsburg,,,,,https://www.meetup.com/de-DE/owasp-augsburg-chapter/,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Augsburg,,,,
,,,,,"Breaker, Builder",,,,,,,,#,,,col-sidebar,,Aditya Srivastav,2,,,,,,,,,,"A very brief, one-line description of your project",,,,Incubator,,,,OWASP/www-project-skyshield,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP SkyShield,,,,
,,,,,"Breaker, Builder",,,,,,,,#,,,col-sidebar,,"Arshan Dabirsiaghi, Ryan Dens",2,,,,,,,,,,"A very brief, one-line description of your project",,,,Incubator,,,,OWASP/www-project-java-security-toolkit,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Java Security Toolkit,,,,
,,,,,,,,https://github.com/OWASP/www-chapter-buea,Cameroon,,,,,,,col-sidebar,,"Kouti Divine, Ramsey Ibe Bende Ndive, Tambe Salome Ntoh",,,,,,,,OWASP-Buea,,,,,,,,,,Africa,OWASP/www-chapter-buea,,,,,https://www.meetup.com/owasp-buea-chapter,https://x.com/owasp_buea,,"index.md, info.md, leaders.md",,,,,buea,OWASP Buea,,,,
,,,,,"Breaker, Builder",,,,,,,,#,,,col-sidebar,,Raushan Raj,2,,,,,,,,,,Security Automation Framework for Humans.,,,,Incubator,,,,OWASP/www-project-devsecops-automation-matrix,,,,,,,,"index.md, info.md, leaders.md",,,,,devsecops,OWASP DevSecOps Automation Matrix,documentation,,,
,,,,,,,,,USA,,,,,,,col-sidebar,,"Dewank Pant, Manan Wason, Shruti Lohani",,,,,,,,,,,,95112,,,,,,North America,OWASP/www-chapter-san-jose-ca,,,,,,,,"index.md, info.md, leaders.md",,,,,,OWASP San Jose CA,,,,
,,,,,,,,,India,,,,,,,col-sidebar,,"Harihara Gopalan S, Nithish P",,,,,,,,,,,,,,,,,,Asia,OWASP/www-chapter-sri-ramakrishna-engineering-college,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Sri Ramakrishna Engineering College,,,,
,,,,,,,,,India,,,,,,,col-sidebar,,"Ayush Tripathi, Praveen Singh, Ajay Patel",4,,,,,,,OWASP-Rewa-Chapter,,,,486001,,,,,,Asia,OWASP/www-chapter-rewa,,,,,,,,"index.md, info.md, leaders.md",,,,,archive-tag,OWASP Rewa,,,,
,,,,,"Breaker, Builder",,,,,,,,#,,,col-sidebar,,"Jonatan Perez, Alvaro Villaverde",2,,,,,,,,,,"A very brief, one-line description of your project",,,,Incubator,,,,OWASP/www-project-wi-fi-security-testing-guide,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Wi-Fi Security Testing Guide,documentation,,,
,,,,,"Breaker, Builder",,,,,,,,#,,,col-sidebar,,Martino Lessio,2,,,,,,,,,,A browser plugin for users' Privacy,,,,Incubator,,,,OWASP/www-project-privacy-toolkit,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Privacy Toolkit,,,,
,,,,,"Builder, Defender",,,https://github.com/san3ncrypt3d/AI-ThreatMaster,,,,,,,,col-sidebar,,Sanjay Babu,3,,,,,,,,,,OWASP AI-ThreatMaster is a threat modeling tool; great for both developers and defenders to adopt as part of shift left approach,,,,Lab,,,,OWASP/www-project-ai-threatmaster,Tool,,,,,,,"index.md, info.md, leaders.md",,,,,ThreatMaster,OWASP AI-ThreatMaster,Tool,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWASP/commit_signing,,,,,,,,,,,,,,,,,,
,,,,,"Breaker, Builder",,,,,,,,#,,,col-sidebar,,Satira,2,,,,,,,,,,Advanced Java Security Framework,,,,Incubator,,,,OWASP/www-project-netryx,,,,,,,,"index.md, info.md, leaders.md",,,,,"security, java, netty, appsec",OWASP Netryx,code,,,
,,,,,,,,https://github.com/OWASP/www-chapter-stuttgart,Germany,,,,,,,col-sidebar,,"Sven Strittmatter (aka. Weltraumschaf), Johannes Merkert",,,,,,,,owasp-stuttgart-chapter,,,,,,,,,,Europe,OWASP/www-chapter-stuttgart,,,,,,,,"index.md, info.md, leaders.md",,,,,germany stuttgart,OWASP Stuttgart,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWASP/owasp-whid,,,,,,,,,,,,,,,,,,
,,,,,,,,,India,,,,,,,col-sidebar,,"Balaji Vaithilingam - Faculty Advisor, Praveen H P, Sidharth S",,,,,,,,,,,,,,,,,,Asia,OWASP/www-chapter-srm-easwari-engineering-college,,,https://www.facebook.com/profile.php?id=61557372758903,https://www.linkedin.com/company/owasp-srm-easwari-engineering-college-student-chapter/,,,,"index.md, info.md, leaders.md",,,,,owasp-EEC,OWASP SRM Easwari Engineering College,,,,
,,,,,"Breaker, Builder",,,,,,,,#,,,col-sidebar,,John DiLeo,2,,,,,,,,,,"A very brief, one-line description of your project",,,,Incubator,,,,OWASP/www-project-sammwise,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP SAMMwise,code,,,
,,,,True,,,Guatemala,,Guatemala,,,,,,,col-sidebar,,"Luis Cordon, Lester Monterroso",4,,,,,,,,,,,,,,,,,Central America,OWASP/www-chapter-guatemala-city,,True,https://www.facebook.com/share/fFQ9CcH1om8fxrNn/?mibextid=qi2Omg,,,,https://www.youtube.com/@Owasp-Guatemala-City,"index.md, info.md, leaders.md",,,,,chapter-Guatemala-city,OWASP Guatemala City,,,,
,,,,,,,,,Malaysia,,,,,,,col-sidebar,,,,,,,,,,OWASP-Penang-Chapter,,,,,,,,,,Asia,OWASP/www-chapter-penang,,,,,,,,"index.md, info.md, leaders.md",,,,,OWASP Penang Malaysia,OWASP Penang,,,,
,,,,,"Breaker, Builder",,,,,,,,#,,,col-sidebar,,Joe Yudenfreund,2,,,,,,,,,,"A very brief, one-line description of your project",,,,Incubator,,,,OWASP/www-project-pentest-best-practices,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Pentest Best Practices,documentation,,,
,,,,,,,,,Egypt,,,,,,,col-sidebar,,,,,,,,,,,,,,,,,,,,Africa,OWASP/www-chapter-giza,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Giza,,,,
,,,,,,,,,India,,,,,,,col-sidebar,,"Kiran Singh, Rathnakar Shetty P, Sumit Kumar Shukla",,,,,,,,,,,,,,,,,,Asia,OWASP/www-chapter-yenepoya-institute,,,,,,,,"index.md, info.md, leaders.md",,,,,OWASP Yenepoya,OWASP Yenepoya Institute,,,,
,,,,,,,,,Turkey,,,,,,,col-sidebar,,"Yiğit Can Atılgan, Berke Pağnıklı",,,,,,,,,,,,,,,,,,Asia,OWASP/www-chapter-adana,,,,,,,,"index.md, info.md, leaders.md",,,,,"contact-tag, event-tag",OWASP Adana,,,,
,,,,,,,,,Brazil,,,,,,,col-sidebar,,"Heracias Neto, Pedro Cutrim, Gilvan Junior",,,,,,,,,,,,,,,,,,South America,OWASP/www-chapter-teresina,,,,,,,,"index.md, info.md, leaders.md",,,,,eventos-tag,OWASP Teresina,,,,
,,,,,,,,,Turkey,,,,,,,col-sidebar,,"Doç. Dr. Erhan Akbal, Deniz Bektas, Erkan Cekic, Edanur Erdogan, Ela Nur Leylek",,,,,,,,owasp-firat-university-chapter,,,,,,,,,,Asia,OWASP/www-chapter-firat-university,,,,https://www.linkedin.com/company/owasp-firat-university/,https://www.meetup.com/owasp-firat-university-chapter/,,,"index.md, info.md, leaders.md",,,,,owaspfirat,OWASP Firat University,,,,
,,,,,,,,,North Macedonia,,,,,,,col-sidebar,,"Mane Piperevski, Rijad Ferati, Saso Kostich",,,,,,,,owasp-skopje-meetup-group,,,,,,,,,,Europe,OWASP/www-chapter-skopje,,,,,,,,"index.md, info.md, leaders.md",,,,,events-tag pastevents-tag participation-tag sponsorship-tag,OWASP Skopje,,,,
,,,,,,,,,United States,,,,,,,col-sidebar,,,,,,,,,,,,,,,,,,,,North America,OWASP/www-chapter-eugene,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Eugene,,,,
,,,,,,,,,India,,,,,,,col-sidebar,,"Gautam Kumar, Brajesh Kumar",,,,,,,,,,,,,,,,,,Asia,OWASP/www-chapter-dehradun,,,,,,,,"index.md, info.md, leaders.md",,,,,owasp-dehradun,OWASP Dehradun,,,,
,,,,,,,,,India,,,,,,,col-sidebar,,"Shubham Kumar Sahu, Subidh Ali, Sumanth Guptha, Aryan Verma",,,,,,,,,,,,,,,,,,Asia,OWASP/www-chapter-indian-institute-of-technology-bhilai,,,,,,,,"index.md, info.md, leaders.md",,,,,,OWASP Indian Institute of Technology Bhilai,,,,
,,,,,,,,,United States,,,,,,,col-sidebar,,,,,,,,,,,,,,,,,,,,North America,OWASP/www-chapter-mt-san-antonio-college,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Mt San Antonio College,,,,
,,,,,"Breaker, Builder",,,,,,,,#,,,col-sidebar,,Faiz Ahmed Zaidi,2,,,,,,,,,,"A very brief, one-line description of your project",,,,Incubator,,,,OWASP/www-project-top-10-for-maritime-security,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Top 10 for Maritime Security,documentation,,,
